2020-06-19T16:43:10+10:00, 34, 0, 10
2020-06-19T16:43:21+10:00, 34, 0, 10
2020-06-19T16:43:31+10:00, 34, 0, 10
2020-06-19T16:43:41+10:00, 34, 0, 10
2020-06-19T16:43:51+10:00, 34, 0, 10
2020-06-19T16:44:01+10:00, 34, 0, 10
2020-06-19T16:44:12+10:00, 34, 0, 10
2020-06-19T16:44:22+10:00, 34, 0, 10
2020-06-19T16:44:32+10:00, 34, 0, 10
2020-06-19T16:44:42+10:00, 34, 0, 10
2020-06-19T16:44:53+10:00, 34, 0, 10
2020-06-19T16:45:03+10:00, 34, 0, 10
2020-06-19T16:45:13+10:00, 34, 0, 10
2020-06-19T16:45:23+10:00, 34, 0, 10
2020-06-19T16:45:33+10:00, 34, 0, 10
2020-06-19T16:45:44+10:00, 34, 0, 10
2020-06-19T16:45:54+10:00, 34, 0, 10
2020-06-19T16:46:05+10:00, 34, 0, 10
2020-06-19T16:46:15+10:00, 34, 0, 10
2020-06-19T16:46:25+10:00, 34, 0, 10
2020-06-19T16:46:36+10:00, 34, 0, 10
2020-06-19T16:46:46+10:00, 34, 0, 10
2020-06-19T16:46:56+10:00, 34, 0, 10
2020-06-19T16:47:06+10:00, 34, 0, 10
2020-06-19T16:47:17+10:00, 34, 0, 10
2020-06-19T16:47:27+10:00, 34, 0, 10
2020-06-19T16:47:38+10:00, 34, 0, 10
2020-06-19T16:47:48+10:00, 34, 0, 10
2020-06-19T16:47:58+10:00, 34, 0, 10
2020-06-19T16:48:09+10:00, 34, 0, 10
2020-06-19T16:48:19+10:00, 34, 0, 10
2020-06-19T16:48:29+10:00, 34, 0, 10
2020-06-19T16:48:40+10:00, 34, 0, 10
2020-06-19T16:48:50+10:00, 34, 0, 10
2020-06-19T16:49:00+10:00, 34, 0, 10
2020-06-19T16:49:10+10:00, 34, 0, 10
2020-06-19T16:49:20+10:00, 34, 0, 10
2020-06-19T16:49:31+10:00, 34, 0, 10
2020-06-19T16:49:41+10:00, 34, 0, 10
2020-06-19T16:49:51+10:00, 34, 0, 10
2020-06-19T16:50:01+10:00, 34, 0, 10
2020-06-19T16:50:11+10:00, 34, 0, 10
2020-06-19T16:50:21+10:00, 34, 0, 10
2020-06-19T16:50:32+10:00, 34, 0, 10
2020-06-19T16:50:42+10:00, 34, 0, 10
2020-06-19T16:50:52+10:00, 34, 0, 10
2020-06-19T16:51:03+10:00, 34, 0, 10
2020-06-19T16:51:13+10:00, 34, 0, 10
2020-06-19T16:51:24+10:00, 34, 0, 10
2020-06-19T16:51:34+10:00, 34, 0, 10
2020-06-19T16:51:45+10:00, 34, 0, 10
2020-06-19T16:51:55+10:00, 34, 0, 10
2020-06-19T16:52:06+10:00, 34, 0, 10
2020-06-19T16:52:16+10:00, 34, 0, 10
2020-06-19T16:52:26+10:00, 34, 0, 10
2020-06-19T16:52:36+10:00, 34, 0, 10
2020-06-19T16:52:47+10:00, 34, 0, 10
2020-06-19T16:52:57+10:00, 34, 0, 10
2020-06-19T16:53:07+10:00, 34, 0, 10
2020-06-19T16:53:17+10:00, 34, 0, 10
2020-06-19T16:53:28+10:00, 34, 0, 10
2020-06-19T16:53:38+10:00, 34, 0, 10
2020-06-19T16:53:48+10:00, 34, 0, 10
2020-06-19T16:53:58+10:00, 34, 0, 10
2020-06-19T16:54:08+10:00, 34, 0, 10
2020-06-19T16:54:19+10:00, 34, 0, 10
2020-06-19T16:54:29+10:00, 34, 0, 10
2020-06-19T16:54:39+10:00, 34, 0, 10
2020-06-19T16:54:50+10:00, 34, 0, 10
2020-06-19T16:55:00+10:00, 34, 0, 10
2020-06-19T16:55:11+10:00, 34, 0, 10
2020-06-19T16:55:21+10:00, 34, 0, 10
2020-06-19T16:55:31+10:00, 34, 0, 10
2020-06-19T16:55:41+10:00, 34, 0, 10
2020-06-19T16:55:52+10:00, 34, 0, 10
2020-06-19T16:56:02+10:00, 34, 0, 10
2020-06-19T16:56:12+10:00, 34, 0, 10
2020-06-19T16:56:22+10:00, 34, 0, 10
2020-06-19T16:56:33+10:00, 34, 0, 10
2020-06-19T16:56:43+10:00, 34, 0, 10
2020-06-19T16:56:53+10:00, 34, 0, 10
2020-06-19T16:57:04+10:00, 34, 0, 10
2020-06-19T16:57:14+10:00, 34, 0, 10
2020-06-19T16:57:24+10:00, 34, 0, 10
2020-06-19T16:57:34+10:00, 34, 0, 10
2020-06-19T16:57:44+10:00, 34, 0, 10
2020-06-19T16:57:55+10:00, 34, 0, 10
2020-06-19T16:58:05+10:00, 34, 0, 10
2020-06-19T16:58:15+10:00, 34, 0, 10
2020-06-19T16:58:26+10:00, 34, 0, 10
2020-06-19T16:58:36+10:00, 34, 0, 10
2020-06-19T16:58:46+10:00, 34, 0, 10
2020-06-19T16:58:56+10:00, 34, 0, 10
2020-06-19T16:59:06+10:00, 34, 0, 10
2020-06-19T16:59:17+10:00, 34, 0, 10
2020-06-19T16:59:27+10:00, 34, 0, 10
2020-06-19T16:59:37+10:00, 34, 0, 10
2020-06-19T16:59:47+10:00, 34, 0, 10
2020-06-19T16:59:58+10:00, 34, 0, 10
2020-06-19T17:00:08+10:00, 34, 0, 10
2020-06-19T17:00:18+10:00, 34, 0, 10
2020-06-19T17:00:29+10:00, 34, 0, 10
2020-06-19T17:00:39+10:00, 34, 0, 10
2020-06-19T17:00:49+10:00, 34, 0, 10
2020-06-19T17:00:59+10:00, 34, 0, 10
2020-06-19T17:01:09+10:00, 34, 0, 10
2020-06-19T17:01:20+10:00, 34, 0, 10
2020-06-19T17:01:30+10:00, 34, 0, 10
2020-06-19T17:01:40+10:00, 34, 0, 10
2020-06-19T17:01:50+10:00, 34, 0, 10
2020-06-19T17:02:01+10:00, 34, 0, 10
2020-06-19T17:02:11+10:00, 34, 0, 10
2020-06-19T17:02:21+10:00, 34, 0, 10
2020-06-19T17:02:31+10:00, 34, 0, 10
2020-06-19T17:02:41+10:00, 34, 0, 10
2020-06-19T17:02:51+10:00, 34, 0, 10
2020-06-19T17:03:02+10:00, 34, 0, 10
2020-06-19T17:03:12+10:00, 34, 0, 10
2020-06-19T17:03:23+10:00, 34, 0, 10
2020-06-19T17:03:33+10:00, 34, 0, 10
2020-06-19T17:03:44+10:00, 34, 0, 10
2020-06-19T17:03:54+10:00, 34, 0, 10
2020-06-19T17:04:04+10:00, 34, 0, 10
2020-06-19T17:04:14+10:00, 34, 0, 10
2020-06-19T17:04:25+10:00, 34, 0, 10
2020-06-19T17:04:35+10:00, 34, 0, 10
2020-06-19T17:04:46+10:00, 34, 0, 10
2020-06-19T17:04:56+10:00, 34, 0, 10
2020-06-19T17:05:06+10:00, 34, 0, 10
2020-06-19T17:05:16+10:00, 34, 0, 10
2020-06-19T17:05:27+10:00, 34, 0, 10
2020-06-19T17:05:37+10:00, 34, 0, 10
2020-06-19T17:05:47+10:00, 34, 0, 10
2020-06-19T17:05:57+10:00, 34, 0, 10
2020-06-19T17:06:07+10:00, 34, 0, 10
2020-06-19T17:06:17+10:00, 34, 0, 10
2020-06-19T17:06:28+10:00, 34, 0, 10
2020-06-19T17:06:38+10:00, 34, 0, 10
2020-06-19T17:06:48+10:00, 34, 0, 10
2020-06-19T17:06:59+10:00, 34, 0, 10
2020-06-19T17:07:09+10:00, 34, 0, 10
2020-06-19T17:07:19+10:00, 34, 0, 10
2020-06-19T17:07:29+10:00, 34, 0, 10
2020-06-19T17:07:40+10:00, 34, 0, 10
2020-06-19T17:07:50+10:00, 34, 0, 10
2020-06-19T17:08:00+10:00, 34, 0, 10
2020-06-19T17:08:11+10:00, 34, 0, 10
2020-06-19T17:08:21+10:00, 34, 0, 10
2020-06-19T17:08:32+10:00, 34, 0, 10
2020-06-19T17:08:42+10:00, 34, 0, 10
2020-06-19T17:08:53+10:00, 34, 0, 10
2020-06-19T17:09:03+10:00, 34, 0, 10
2020-06-19T17:09:13+10:00, 34, 0, 10
2020-06-19T17:09:24+10:00, 34, 0, 10
2020-06-19T17:09:34+10:00, 34, 0, 10
2020-06-19T17:09:44+10:00, 34, 0, 10
2020-06-19T17:09:55+10:00, 34, 0, 10
2020-06-19T17:10:05+10:00, 34, 0, 10
2020-06-19T17:10:15+10:00, 34, 0, 10
2020-06-19T17:10:25+10:00, 34, 0, 10
2020-06-19T17:10:35+10:00, 34, 0, 10
2020-06-19T17:10:46+10:00, 34, 0, 10
2020-06-19T17:10:56+10:00, 34, 0, 10
2020-06-19T17:11:06+10:00, 34, 0, 10
2020-06-19T17:11:16+10:00, 34, 0, 10
2020-06-19T17:11:27+10:00, 34, 0, 10
2020-06-19T17:11:37+10:00, 34, 0, 10
2020-06-19T17:11:48+10:00, 34, 0, 10
2020-06-19T17:11:58+10:00, 34, 0, 10
2020-06-19T17:12:09+10:00, 34, 0, 10
2020-06-19T17:12:19+10:00, 34, 0, 10
2020-06-19T17:12:29+10:00, 34, 0, 10
2020-06-19T17:12:39+10:00, 34, 0, 10
2020-06-19T17:12:49+10:00, 34, 0, 10
2020-06-19T17:12:59+10:00, 34, 0, 10
2020-06-19T17:13:10+10:00, 34, 0, 10
2020-06-19T17:13:20+10:00, 34, 0, 10
2020-06-19T17:13:30+10:00, 34, 0, 10
2020-06-19T17:13:40+10:00, 34, 0, 10
2020-06-19T17:13:51+10:00, 34, 0, 10
2020-06-19T17:14:01+10:00, 34, 0, 10
2020-06-19T17:14:11+10:00, 34, 0, 10
2020-06-19T17:14:21+10:00, 34, 0, 10
2020-06-19T17:14:32+10:00, 34, 0, 10
2020-06-19T17:14:42+10:00, 34, 0, 10
2020-06-19T17:14:52+10:00, 34, 0, 10
2020-06-19T17:15:03+10:00, 34, 0, 10
2020-06-19T17:15:13+10:00, 34, 0, 10
2020-06-19T17:15:23+10:00, 34, 0, 10
2020-06-19T17:15:33+10:00, 34, 0, 10
2020-06-19T17:15:44+10:00, 34, 0, 10
2020-06-19T17:15:54+10:00, 34, 0, 10
2020-06-19T17:16:05+10:00, 34, 0, 10
2020-06-19T17:16:15+10:00, 34, 0, 10
2020-06-19T17:16:25+10:00, 34, 0, 10
2020-06-19T17:16:35+10:00, 34, 0, 10
2020-06-19T17:16:45+10:00, 34, 0, 10
2020-06-19T17:16:56+10:00, 34, 0, 10
2020-06-19T17:17:06+10:00, 34, 0, 10
2020-06-19T17:17:17+10:00, 34, 0, 10
2020-06-19T17:17:27+10:00, 34, 0, 10
2020-06-19T17:17:38+10:00, 34, 0, 10
2020-06-19T17:17:48+10:00, 34, 0, 10
2020-06-19T17:17:58+10:00, 34, 0, 10
2020-06-19T17:18:09+10:00, 34, 0, 10
2020-06-19T17:18:19+10:00, 34, 0, 10
2020-06-19T17:18:29+10:00, 34, 0, 10
2020-06-19T17:18:40+10:00, 34, 0, 10
2020-06-19T17:18:50+10:00, 34, 0, 10
2020-06-19T17:19:00+10:00, 34, 0, 10
2020-06-19T17:19:10+10:00, 34, 0, 10
2020-06-19T17:19:21+10:00, 34, 0, 10
2020-06-19T17:19:31+10:00, 34, 0, 10
2020-06-19T17:19:41+10:00, 34, 0, 10
2020-06-19T17:19:52+10:00, 34, 0, 10
2020-06-19T17:20:02+10:00, 34, 0, 10
2020-06-19T17:20:12+10:00, 34, 0, 10
2020-06-19T17:20:22+10:00, 34, 0, 10
2020-06-19T17:20:32+10:00, 34, 0, 10
2020-06-19T17:20:43+10:00, 34, 0, 10
2020-06-19T17:20:53+10:00, 34, 0, 10
2020-06-19T17:21:03+10:00, 34, 0, 10
2020-06-19T17:21:14+10:00, 34, 0, 10
2020-06-19T17:21:24+10:00, 34, 0, 10
2020-06-19T17:21:34+10:00, 34, 0, 10
2020-06-19T17:21:45+10:00, 34, 0, 10
2020-06-19T17:21:55+10:00, 34, 0, 10
2020-06-19T17:22:05+10:00, 34, 0, 10
2020-06-19T17:22:15+10:00, 34, 0, 10
2020-06-19T17:22:25+10:00, 34, 0, 10
2020-06-19T17:22:36+10:00, 34, 0, 10
